97
olmcell cckcell MyExp2Sid dendrite_list distance(x)>-1 distance(x)<50  1.000000 4.000000 -60.000000      
olmcell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  1.000000 4.000000 -60.000000      
olmcell ivycell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  3.000000 10.000000 -60.000000      
olmcell olmcell MyExp2Sid basal_list distance(x)>200 distance(x)<1000  1.000000 3.000000 -60.000000      
olmcell pyramidalcell MyExp2Sid basal_list distance(x)>100 distance(x)<1000  1.000000 3.000000 0.000000      
olmcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  1.000000 4.000000 -60.000000      
olmcell scacell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  1.000000 4.000000 -60.000000      
pyramidalcell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.500000 3.000000 0.000000      
pyramidalcell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  0.500000 3.000000 0.000000      
pyramidalcell axoaxoniccell MyExp2Sid axon_list distance(x)>-1 distance(x)<1000  0.400000 9.500000 -60.000000      
pyramidalcell bistratifiedcell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.600000 14.000000 -60.000000      
pyramidalcell cckcell MyExp2Sid dendrite_list distance(x)>-1 distance(x)<50  0.300000 5.500000 -60.000000      
pyramidalcell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 5.500000 -60.000000      
pyramidalcell ivycell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  1.400000 14.000000 -60.000000      
pyramidalcell ngfcell ExpGABAab apical_list distance(x)>200 distance(x)<1000     14.000000 40.000000 -60.000000 180.000000 200.000000 -90.000000
pyramidalcell olmcell MyExp2Sid apical_list distance(x)>200 distance(x)<1000  0.900000 22.000000 -60.000000      
pyramidalcell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.100000 2.200000 0.000000      
pyramidalcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.000000 -60.000000      
pyramidalcell scacell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.500000 5.600000 -60.000000      
pvbasketcell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
pvbasketcell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
pvbasketcell bistratifiedcell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.287000 2.670000 -60.000000      
pvbasketcell cckcell MyExp2Sid dendrite_list distance(x)>-1 distance(x)<50  0.432000 4.490000 -60.000000      
pvbasketcell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.432000 4.490000 -60.000000      
pvbasketcell ivycell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.900000 3.100000 -60.000000      
pvbasketcell ngfcell ExpGABAab apical_list distance(x)>200 distance(x)<1000     8.000000 39.000000 -60.000000 225.000000 250.000000 -90.000000
pvbasketcell olmcell MyExp2Sid apical_list distance(x)>200 distance(x)<1000  0.250000 7.500000 -60.000000      
pvbasketcell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.140000 2.300000 0.000000      
pvbasketcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell scacell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.419000 4.990000 -60.000000      
scacell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
scacell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
scacell bistratifiedcell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.287000 2.670000 -60.000000      
scacell cckcell MyExp2Sid dendrite_list distance(x)>-1 distance(x)<50  0.432000 4.490000 -60.000000      
scacell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.432000 4.490000 -60.000000      
scacell ivycell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.900000 3.100000 -60.000000      
scacell ngfcell ExpGABAab apical_list distance(x)>200 distance(x)<1000     8.000000 39.000000 -60.000000 225.000000 250.000000 -90.000000
scacell olmcell MyExp2Sid apical_list distance(x)>200 distance(x)<1000  0.070000 29.000000 -60.000000      
scacell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.300000 0.600000 0.000000      
scacell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.287000 2.670000 -60.000000      
scacell scacell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.200000 2.000000 -60.000000      
axoaxoniccell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
axoaxoniccell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
axoaxoniccell bistratifiedcell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.287000 2.670000 -60.000000      
axoaxoniccell cckcell MyExp2Sid dendrite_list distance(x)>-1 distance(x)<50  0.432000 4.490000 -60.000000      
axoaxoniccell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.432000 4.490000 -60.000000      
axoaxoniccell ivycell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.900000 3.100000 -60.000000      
axoaxoniccell ngfcell ExpGABAab apical_list distance(x)>200 distance(x)<1000     8.000000 39.000000 -60.000000 225.000000 250.000000 -90.000000
axoaxoniccell olmcell MyExp2Sid apical_list distance(x)>200 distance(x)<1000  0.728000 10.000000 -60.000000      
axoaxoniccell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.300000 0.600000 0.000000      
axoaxoniccell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.287000 2.670000 -60.000000      
axoaxoniccell scacell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.419000 4.990000 -60.000000      
