91
olmcell olmcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
olmcell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.070000 0.200000 0.000000      
olmcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
olmcell scacell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pyramidalcell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  0.500000 3.000000 0.000000      
pyramidalcell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  0.500000 3.000000 0.000000      
pyramidalcell axoaxoniccell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell bistratifiedcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell ivycell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell ngfcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell olmcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.100000 1.500000 0.000000      
pyramidalcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pyramidalcell scacell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.300000 6.200000 -60.000000      
pvbasketcell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
pvbasketcell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
pvbasketcell bistratifiedcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell ivycell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell ngfcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell olmcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.070000 0.200000 0.000000      
pvbasketcell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
pvbasketcell scacell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
scacell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
scacell bistratifiedcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell ivycell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell ngfcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell olmcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.070000 0.200000 0.000000      
scacell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
scacell scacell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell ca3cell MyExp2Sid dendrite_list distance(x)>50 distance(x)<200  2.000000 6.300000 0.000000      
axoaxoniccell eccell MyExp2Sid dendrite_list distance(x)>200 distance(x)<1000  2.000000 6.300000 0.000000      
axoaxoniccell bistratifiedcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell cckcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell ivycell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell ngfcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell olmcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell pyramidalcell MyExp2Sid apical_list distance(x)>100 distance(x)<1000  0.070000 0.200000 0.000000      
axoaxoniccell pvbasketcell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
axoaxoniccell scacell MyExp2Sid soma_list distance(x)>-1 distance(x)<1000  0.080000 4.800000 -60.000000      
