t	v
24.7	-66.6236
24.8	-66.617
24.9	-66.6105
25	-66.6042
25.1	-66.5979
25.2	-66.5918
25.3	-66.5858
25.4	-66.5799
25.5	-66.5741
25.6	-66.5685
25.7	-66.5629
25.8	-66.5575
25.9	-66.5522
26	-66.5471
26.1	-66.542
26.2	-66.5371
26.3	-66.5323
26.4	-66.5275
26.5	-66.5227
26.6	-66.5178
26.7	-66.5127
26.8	-66.5074
26.9	-66.5018
27	-66.4959
27.1	-66.4898
27.2	-66.4833
27.3	-66.4766
27.4	-66.4696
27.5	-66.4623
27.6	-66.4547
27.7	-66.4469
27.8	-66.4388
27.9	-66.4305
28	-66.422
28.1	-66.4133
28.2	-66.4044
28.3	-66.3953
28.4	-66.3861
28.5	-66.3767
28.6	-66.3672
28.7	-66.3576
28.8	-66.3479
28.9	-66.3382
29	-66.3283
29.1	-66.3185
29.2	-66.3085
29.3	-66.2986
29.4	-66.2887
29.5	-66.2788
29.6	-66.2688
29.7	-66.259
29.8	-66.2491
29.9	-66.2393
30	-66.2296
30.1	-66.2199
30.2	-66.2103
30.3	-66.2007
30.4	-66.1913
30.5	-66.182
30.6	-66.1727
30.7	-66.1636
30.8	-66.1546
30.9	-66.1457
31	-66.137
31.1	-66.1284
31.2	-66.1199
31.3	-66.1115
31.4	-66.1033
31.5	-66.0953
31.6	-66.0874
31.7	-66.0796
31.8	-66.072
31.9	-66.0646
32	-66.0573
32.1	-66.0501
32.2	-66.0432
32.3	-66.0364
32.4	-66.0298
32.5	-66.0233
32.6	-66.017
32.7	-66.0108
32.8	-66.0049
32.9	-65.9991
33	-65.9934
33.1	-65.9879
33.2	-65.9826
33.3	-65.9775
33.4	-65.9725
33.5	-65.9677
33.6	-65.963
33.7	-65.9586
33.8	-65.9542
33.9	-65.9501
34	-65.946
34.1	-65.9422
34.2	-65.9385
34.3	-65.9349
34.4	-65.9316
34.5	-65.9283
34.6	-65.9252
34.7	-65.9223
34.8	-65.9195
34.9	-65.9169
35	-65.9143
35.1	-65.912
35.2	-65.9098
35.3	-65.9077
35.4	-65.9057
35.5	-65.9039
35.6	-65.9022
35.7	-65.9007
35.8	-65.8993
35.9	-65.898
36	-65.8968
36.1	-65.8958
36.2	-65.8948
36.3	-65.894
36.4	-65.8933
36.5	-65.8928
36.6	-65.8923
36.7	-65.892
36.8	-65.8917
36.9	-65.8916
37	-65.8916
37.1	-65.8916
37.2	-65.8918
37.3	-65.8921
37.4	-65.8925
37.5	-65.893
37.6	-65.8935
37.7	-65.8942
37.8	-65.895
37.9	-65.8958
38	-65.8967
38.1	-65.8978
38.2	-65.8989
38.3	-65.9001
38.4	-65.9013
38.5	-65.9027
38.6	-65.9041
38.7	-65.9056
38.8	-65.9072
38.9	-65.9088
39	-65.9105
39.1	-65.9123
39.2	-65.9142
39.3	-65.9161
39.4	-65.9181
39.5	-65.9202
39.6	-65.9223
39.7	-65.9244
39.8	-65.9267
39.9	-65.929
40	-65.9313
40.1	-65.9337
40.2	-65.9362
40.3	-65.9387
40.4	-65.9413
40.5	-65.9439
40.6	-65.9465
40.7	-65.9492
40.8	-65.952
40.9	-65.9548
41	-65.9576
41.1	-65.9605
41.2	-65.9634
41.3	-65.9664
41.4	-65.9694
41.5	-65.9725
41.6	-65.9755
41.7	-65.9786
41.8	-65.9818
41.9	-65.985
42	-65.9882
42.1	-65.9914
42.2	-65.9947
42.3	-65.998
42.4	-66.0014
42.5	-66.0047
42.6	-66.0081
42.7	-66.0115
42.8	-66.015
42.9	-66.0185
43	-66.0219
43.1	-66.0255
43.2	-66.029
43.3	-66.0326
43.4	-66.0361
43.5	-66.0397
43.6	-66.0433
43.7	-66.047
43.8	-66.0506
43.9	-66.0543
44	-66.058
44.1	-66.0617
44.2	-66.0654
44.3	-66.0691
44.4	-66.0729
44.5	-66.0766
44.6	-66.0804
44.7	-66.0841
44.8	-66.0879
44.9	-66.0917
45	-66.0955
45.1	-66.0993
45.2	-66.1032
45.3	-66.107
45.4	-66.1108
45.5	-66.1147
45.6	-66.1185
45.7	-66.1224
45.8	-66.1262
45.9	-66.1301
46	-66.1339
46.1	-66.1378
46.2	-66.1417
46.3	-66.1456
46.4	-66.1494
46.5	-66.1533
46.6	-66.1572
46.7	-66.1611
46.8	-66.165
46.9	-66.1689
47	-66.1727
47.1	-66.1766
47.2	-66.1805
47.3	-66.1844
47.4	-66.1883
47.5	-66.1921
47.6	-66.196
47.7	-66.1999
47.8	-66.2037
47.9	-66.2076
48	-66.2115
48.1	-66.2153
48.2	-66.2192
48.3	-66.223
48.4	-66.2269
48.5	-66.2307
48.6	-66.2345
48.7	-66.2384
48.8	-66.2422
48.9	-66.246
49	-66.2498
49.1	-66.2536
49.2	-66.2574
49.3	-66.2612
49.4	-66.265
49.5	-66.2688
49.6	-66.2725
49.7	-66.2763
49.8	-66.28
49.9	-66.2838
50	-66.2875
50.1	-66.2912
50.2	-66.2949
50.3	-66.2987
50.4	-66.3024
50.5	-66.306
50.6	-66.3097
50.7	-66.3134
50.8	-66.317
50.9	-66.3207
51	-66.3243
51.1	-66.328
51.2	-66.3316
51.3	-66.3352
51.4	-66.3388
51.5	-66.3424
51.6	-66.3459
51.7	-66.3495
51.8	-66.353
51.9	-66.3566
52	-66.3601
52.1	-66.3636
52.2	-66.3671
52.3	-66.3706
52.4	-66.3741
52.5	-66.3776
52.6	-66.381
52.7	-66.3845
52.8	-66.3879
52.9	-66.3913
53	-66.3948
53.1	-66.3982
53.2	-66.4015
53.3	-66.4049
53.4	-66.4083
53.5	-66.4116
53.6	-66.4149
53.7	-66.4183
53.8	-66.4216
53.9	-66.4249
54	-66.4282
54.1	-66.4314
54.2	-66.4347
54.3	-66.4379
54.4	-66.4412
54.5	-66.4444
54.6	-66.4476
54.7	-66.4508
54.8	-66.454
54.9	-66.4571
55	-66.4603
55.1	-66.4634
55.2	-66.4665
55.3	-66.4696
55.4	-66.4727
55.5	-66.4758
55.6	-66.4789
55.7	-66.482
55.8	-66.485
55.9	-66.488
56	-66.4911
56.1	-66.4941
56.2	-66.4971
56.3	-66.5
56.4	-66.503
56.5	-66.5059
56.6	-66.5089
56.7	-66.5118
56.8	-66.5147
56.9	-66.5176
57	-66.5205
57.1	-66.5234
57.2	-66.5262
57.3	-66.5291
57.4	-66.5319
57.5	-66.5347
57.6	-66.5375
57.7	-66.5403
57.8	-66.5431
57.9	-66.5459
58	-66.5486
58.1	-66.5513
58.2	-66.5541
58.3	-66.5568
58.4	-66.5595
58.5	-66.5622
58.6	-66.5648
58.7	-66.5675
58.8	-66.5701
58.9	-66.5728
59	-66.5754
59.1	-66.578
59.2	-66.5806
59.3	-66.5832
59.4	-66.5857
59.5	-66.5883
59.6	-66.5908
59.7	-66.5933
59.8	-66.5959
59.9	-66.5984
60	-66.6008
60.1	-66.6033
60.2	-66.6058
60.3	-66.6082
60.4	-66.6107
60.5	-66.6131
60.6	-66.6155
60.7	-66.6179
60.8	-66.6203
60.9	-66.6227
61	-66.625
61.1	-66.6274
61.2	-66.6297
61.3	-66.632
61.4	-66.6344
61.5	-66.6367
61.6	-66.6389
61.7	-66.6412
61.8	-66.6435
61.9	-66.6457
62	-66.648
62.1	-66.6502
62.2	-66.6524
62.3	-66.6546
62.4	-66.6568
62.5	-66.659
62.6	-66.6612
62.7	-66.6633
62.8	-66.6655
62.9	-66.6676
63	-66.6697
63.1	-66.6718
63.2	-66.6739
63.3	-66.676
63.4	-66.6781
63.5	-66.6801
63.6	-66.6822
63.7	-66.6842
63.8	-66.6863
63.9	-66.6883
64	-66.6902
64.1	-66.692
64.2	-66.6935
64.3	-66.6947
64.4	-66.6955
64.5	-66.696
64.6	-66.696
64.7	-66.6957
64.8	-66.6949
64.9	-66.6937
65	-66.6921
65.1	-66.6901
65.2	-66.6877
65.3	-66.6849
65.4	-66.6817
65.5	-66.6782
65.6	-66.6743
65.7	-66.6702
65.8	-66.6657
65.9	-66.6609
66	-66.6559
66.1	-66.6506
66.2	-66.6451
66.3	-66.6394
66.4	-66.6335
66.5	-66.6274
66.6	-66.6211
66.7	-66.6147
66.8	-66.6082
66.9	-66.6015
67	-66.5947
67.1	-66.5879
67.2	-66.5809
67.3	-66.5739
67.4	-66.5668
67.5	-66.5597
67.6	-66.5526
67.7	-66.5454
67.8	-66.5383
67.9	-66.5311
68	-66.5239
68.1	-66.5168
68.2	-66.5097
68.3	-66.5026
68.4	-66.4955
68.5	-66.4885
68.6	-66.4816
68.7	-66.4747
68.8	-66.4679
68.9	-66.4611
69	-66.4544
69.1	-66.4478
69.2	-66.4413
69.3	-66.4349
69.4	-66.4285
69.5	-66.4223
69.6	-66.4162
69.7	-66.4101
69.8	-66.4042
69.9	-66.3983
70	-66.3926
70.1	-66.387
70.2	-66.3815
70.3	-66.3761
70.4	-66.3708
70.5	-66.3656
70.6	-66.3606
70.7	-66.3557
70.8	-66.3508
70.9	-66.3461
71	-66.3416
71.1	-66.3371
71.2	-66.3328
71.3	-66.3285
71.4	-66.3244
71.5	-66.3204
71.6	-66.3166
71.7	-66.3128
71.8	-66.3092
71.9	-66.3057
72	-66.3023
72.1	-66.299
72.2	-66.2958
72.3	-66.2928
72.4	-66.2898
72.5	-66.287
72.6	-66.2843
72.7	-66.2817
72.8	-66.2792
72.9	-66.2768
73	-66.2745
73.1	-66.2723
73.2	-66.2702
73.3	-66.2682
73.4	-66.2664
73.5	-66.2646
73.6	-66.2629
73.7	-66.2613
73.8	-66.2598
73.9	-66.2585
74	-66.2572
74.1	-66.256
74.2	-66.2549
74.3	-66.2539
74.4	-66.2529
74.5	-66.2521
74.6	-66.2513
74.7	-66.2507
74.8	-66.2501
74.9	-66.2496
75	-66.2491
75.1	-66.2488
75.2	-66.2485
75.3	-66.2483
75.4	-66.2482
75.5	-66.2482
75.6	-66.2482
75.7	-66.2483
75.8	-66.2485
75.9	-66.2487
76	-66.249
76.1	-66.2494
76.2	-66.2498
76.3	-66.2503
76.4	-66.2509
76.5	-66.2515
76.6	-66.2522
76.7	-66.2529
76.8	-66.2537
76.9	-66.2545
77	-66.2554
77.1	-66.2564
77.2	-66.2574
77.3	-66.2585
77.4	-66.2596
77.5	-66.2608
77.6	-66.262
77.7	-66.2632
77.8	-66.2645
77.9	-66.2659
78	-66.2673
78.1	-66.2687
78.2	-66.2702
78.3	-66.2717
78.4	-66.2733
78.5	-66.2749
78.6	-66.2765
78.7	-66.2782
78.8	-66.2799
78.9	-66.2816
79	-66.2834
79.1	-66.2852
79.2	-66.2871
79.3	-66.289
79.4	-66.2909
79.5	-66.2928
79.6	-66.2948
79.7	-66.2968
79.8	-66.2988
79.9	-66.3008
80	-66.3029
80.1	-66.305
80.2	-66.3072
80.3	-66.3093
80.4	-66.3115
80.5	-66.3137
80.6	-66.3159
80.7	-66.3181
80.8	-66.3204
80.9	-66.3227
81	-66.325
81.1	-66.3273
81.2	-66.3296
81.3	-66.332
81.4	-66.3344
81.5	-66.3367
81.6	-66.3391
81.7	-66.3416
81.8	-66.344
81.9	-66.3464
82	-66.3489
82.1	-66.3514
82.2	-66.3539
82.3	-66.3564
82.4	-66.3589
82.5	-66.3614
82.6	-66.3639
82.7	-66.3664
82.8	-66.369
82.9	-66.3715
83	-66.3741
83.1	-66.3767
83.2	-66.3793
83.3	-66.3819
83.4	-66.3845
83.5	-66.3871
83.6	-66.3897
83.7	-66.3923
83.8	-66.3949
83.9	-66.3975
84	-66.4001
84.1	-66.4028
84.2	-66.4054
84.3	-66.4081
84.4	-66.4107
84.5	-66.4133
84.6	-66.416
84.7	-66.4186
84.8	-66.4213
84.9	-66.4239
85	-66.4266
85.1	-66.4293
85.2	-66.4319
85.3	-66.4346
85.4	-66.4372
85.5	-66.4399
85.6	-66.4425
85.7	-66.4452
85.8	-66.4479
85.9	-66.4505
86	-66.4532
86.1	-66.4558
86.2	-66.4585
86.3	-66.4611
86.4	-66.4638
86.5	-66.4664
86.6	-66.469
86.7	-66.4717
86.8	-66.4743
86.9	-66.4769
87	-66.4796
87.1	-66.4822
87.2	-66.4848
87.3	-66.4874
87.4	-66.49
87.5	-66.4926
87.6	-66.4952
87.7	-66.4978
87.8	-66.5004
87.9	-66.503
88	-66.5056
88.1	-66.5082
88.2	-66.5107
88.3	-66.5133
88.4	-66.5159
88.5	-66.5184
88.6	-66.521
88.7	-66.5235
88.8	-66.526
88.9	-66.5286
89	-66.5311
89.1	-66.5336
89.2	-66.5361
89.3	-66.5386
89.4	-66.5411
89.5	-66.5436
89.6	-66.5461
89.7	-66.5486
89.8	-66.551
89.9	-66.5535
90	-66.556
90.1	-66.5584
90.2	-66.5608
90.3	-66.5633
90.4	-66.5657
90.5	-66.5681
90.6	-66.5705
90.7	-66.5729
90.8	-66.5753
90.9	-66.5777
91	-66.5801
91.1	-66.5824
91.2	-66.5848
91.3	-66.5871
91.4	-66.5895
91.5	-66.5918
91.6	-66.5941
91.7	-66.5964
91.8	-66.5988
91.9	-66.6011
92	-66.6033
92.1	-66.6056
92.2	-66.6079
92.3	-66.6102
92.4	-66.6124
92.5	-66.6147
92.6	-66.6169
92.7	-66.6191
92.8	-66.6214
92.9	-66.6236
93	-66.6258
93.1	-66.628
93.2	-66.6301
93.3	-66.6323
93.4	-66.6345
93.5	-66.6366
93.6	-66.6388
93.7	-66.6409
93.8	-66.6431
93.9	-66.6452
94	-66.6473
94.1	-66.6494
94.2	-66.6515
94.3	-66.6536
94.4	-66.6556
94.5	-66.6577
94.6	-66.6598
94.7	-66.6618
94.8	-66.6638
94.9	-66.6659
95	-66.6679
95.1	-66.6699
95.2	-66.6719
95.3	-66.6739
95.4	-66.6759
95.5	-66.6778
95.6	-66.6798
95.7	-66.6818
95.8	-66.6837
95.9	-66.6856
96	-66.6876
96.1	-66.6895
96.2	-66.6914
96.3	-66.6933
96.4	-66.6952
96.5	-66.6971
96.6	-66.6989
96.7	-66.7008
96.8	-66.7027
96.9	-66.7045
97	-66.7063
97.1	-66.7082
97.2	-66.71
97.3	-66.7118
97.4	-66.7136
97.5	-66.7154
97.6	-66.7172
97.7	-66.7189
97.8	-66.7207
97.9	-66.7225
98	-66.7242
98.1	-66.7259
98.2	-66.7277
98.3	-66.7294
98.4	-66.7311
98.5	-66.7328
98.6	-66.7345
98.7	-66.7362
98.8	-66.7379
98.9	-66.7395
99	-66.7412
99.1	-66.7428
99.2	-66.7445
99.3	-66.7461
99.4	-66.7477
99.5	-66.7494
99.6	-66.751
99.7	-66.7526
99.8	-66.7542
99.9	-66.7557
